overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1,2,True,"09 3, 2017",A3MP9M7G8X05E2,B01E4QRAX0,{'Gift Amount:': ' 40'},Ayman Gobran,10 USD promotion did not work !! Would never buy amazon gift card again!!,One Star,1504396800,
1,3,True,"12 17, 2016",A3NJ0XQFMHC5KN,B015NKJ6D8,,Big Daddy,"I got one one f these $25 gift cards in June 2016 during a Lightning deal for $20, great deal right? Well I used it last night, Dec 2016, and the amount on the card was $20, exactly what I paid. Did I lose money, no, but certainly didn't get the extra free $5. If I didn't have bad luck I wouldn't have any luck at all.",Just my luck,1481932800,
1,4,False,"05 6, 2013",A3KDPJ0G9I6IUV,B00ADR2XIC,,Amazon Customer,I am not going to buy a gift box as written by previous purchasers!  It looks like of the 6 reivews I read they are not happy with the product at all.  Glad I read the reviews!,"Boy...going by the reviews listed...I changed my mind and I am NOT going to buy a gift card box..smudges, reciept paper, broken",1367798400,
1,,True,"03 9, 2018",A26B15SK7KZHXK,B004LLIKVU,{'Gift Amount:': ' 50'},Graham Waters,"Bought for my son in Australia and he cant use it, ridiculous",One Star,1520553600,
1,,False,"12 17, 2016",A2O19I3V2H8NQ0,B00JJ5A0GQ,,Gone Surfing,Don't buy. Purchased two of these and they did not work.,Cards don't work,1481932800,
1,,False,"07 17, 2015",A115ZT60YYUH8Y,B001GXRQW0,{'Gift Amount:': ' 100'},Bev,"I received 3 $10 gift cards for my birthday, and they are horrible. You can't fully scratch off the card to get the claim code and when you do, you can't read it. I've tried and tried to enter the codes to buy some books with my cards. Invalid entry. They're useless. Don't get the cards.",Don't purchase amazon gift cards. Probably e-cards would work better.,1437091200,
1,,True,"01 2, 2017",AM6XWFM09XXWE,B0091JKVU0,{'Gift Amount:': ' 50'},JUDY LONG,grandson loved it  bought the new tires for the bicycles  with it,grandson loved it bought the new tires for the bicycles with,1483315200,
1,,True,"10 29, 2017",A20QE37LAK1LB5,B00MV9FCFQ,,Judz,I never ordered it! Someone fraudulently ordered it in my name and I have been working diligently with my bank & Amazon to get this removed from my credit card for over a month now!!!,I never ordered it! Someone fraudulently ordered it in ...,1509235200,
1,,False,"10 13, 2014",A2R9H1WNIN06GN,B005ESMJ02,{'Gift Amount:': ' 100'},D. L. C,Gift card was ordered on 10/9 and wasn't delivered till 10/13. I'm a Prime client.,One Star,1413158400,
1,,True,"01 26, 2015",A24KGQ76AV6RI6,B00PMLDLKI,,Joyce Rubia,"Did not process correctly, had to call and have it credited to myself instead of who it was intended for.","Did not process correctly, had to call and have ...",1422230400,
1,15,True,"02 6, 2016",A3RHQKC4DD8A9M,B0091JL3OI,,Szaer,This was supposed to come in a mini amazon.com - instead it just came in a frumpy normal gift card box (http://www.amazon.com/Amazon-com-Gift-White-Classic-Design/dp/B00ADR2XIC) with the box on really crooked and off center. Extremely disappointing.,This was supposed to come in a mini amazon. ...,1454716800,
1,,True,"02 13, 2016",A2MVSDIRYKM9P9,B00H5BN162,,a andrew macdonald,no proof of delivery,no proof of delivery,1455321600,
1,,True,"12 23, 2015",A13LO2B36K4AO,B00H5BMRN0,,Cruddy Puppy,"Recipient: ""too hard to find""",One Star,1450828800,
1,23,True,"06 11, 2014",A3IT0ZMZBRKH36,B005ESMJ02,{'Gift Amount:': ' 100'},DrHite,"Every review of a mysterious ""all ready redeemed"" episode is correct.  Great thing is they don't even know what's it's redeemed for!  SHAME ON AMAZON!!!!!!!!",Abosulte Nightmare!,1402444800,
1,,True,"07 10, 2018",A2L3X7XF9Y9EMT,B00G3LBDDS,,Amazon Customer,I don't have a family account and this stupid card still didn't work. Wtf. Can I have my money back?,Dont buy this s***,1531180800,
1,7,True,"10 30, 2014",ABOETB18IMOG4,B00MV9P8MS,,Diane B. Casey,"Should not even be 1 star because the recipient was not able to redeem it after numerous attempts.  However, the Amazon rep was very helpful and apologetic and refunded my money immediately",Should not even be 1 star because the recipient was ...,1414627200,
1,,True,"11 17, 2017",A2W6Y1Q1Q3809A,B00BXLURUI,,Luke,This product was delivered to me in horrible condition! I bought this to give as a Christmas gift and it looks like it was run over or chewed on! I am very embarrassed to give this as a gift!,This product was delivered to me in horrible condition! I bought this to give as a ...,1510876800,"['https://images-na.ssl-images-amazon.com/images/I/71xDH1myJ8L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71k-CwDu82L._SY88.jpg']"
1,,True,"02 12, 2017",A3NWV4LW4T12U5,B004Q7CK9M,{'Gift Amount:': ' 100'},Amazon Customer,I never received my gift card. I sent to working address and couldn't retract shipping information.,One Star,1486857600,
1,,True,"01 22, 2015",A3A36CO7N4Z6JA,B00PMOT1L8,,g young,Last number or letter in code did not print out on card.,One Star,1421884800,
1,,False,"03 26, 2016",A2TAKOM4SBPNP1,B00Q80WDEM,,Amazon Customer,"Dear frozen yogurt, you are the celery of dessert. Be ice cream, or be nothing. Zero stars.
 -Ron Swanson","Dear frozen yogurt, you are the celery of dessert ...",1458950400,
1,5,True,"12 24, 2015",A5XYEP8MCZW98,B00BXLSGHO,,Lynn,It took 12 days for delivery. Not happy,Slow boat to China,1450915200,
1,,False,"06 26, 2018",A3SHWRL6K52KO5,B00KFLZVQM,,Eugene Sukhodolin,"Bought $30 card back in 2015, never used it but it has zero balance now! This gift card is a fancy way to steal your money.","Bought $30 card back in 2015, never used it ...",1529971200,
1,,True,"07 14, 2015",ATGZGRWXUXURG,B00I5429B6,,Ted T,I don't remember buying this gift card,Five Stars,1436832000,
1,,True,"04 6, 2018",A2ULTKGPP2VO5D,B00FTJI60I,,Jamie Dibeler,They were not activated.,One Star,1522972800,
1,,True,"09 3, 2018",A1QJ1OITE0DSY6,B01CZ54L66,,Brandie Sappington,"The card was not activated and could not use. Was in the Ulta store and it was almost embarrassing, they had a great sale and could not make the purchase.",Not activated !!!!,1535932800,
1,69,False,"09 24, 2015",A1A86MEB7ZT41G,B00R6OW286,,Bob Someguy,"So I was contacted by a Nigerian Prince.  He told me you go to Amazon.com, you then buy Google Play gift cards for 1.3 times the normal rate with shipping and handling at $5.  I then send the gift card back to him, and he can release the $8 I was over charged back to me.  I think this is a win!  PROFIT!!!",The New Nigerian Profit Scam,1443052800,
1,,True,"12 29, 2015",A3CHTMLGFHLQ4H,B0091JKJ0M,{'Gift Amount:': ' 100'},Alan D,I do not recommend.,One Star,1451347200,
1,31,True,"03 12, 2013",A3PA3GIL0LBCIU,B0066AZGD4,,Seamus,"What a great idea! Too bad Amazon ruined it with several inexcusable technical difficulties!

1) No delivery confirmation, whether sent by e-mail or other method!
(Yet one can e-mail the same gift card to 2+ different addresses)

2) No way to delete a gift card (if there is a mistake or duplicate) and start over without cancelling ALL gift cards created.  REALLY ???  How lame is that Amazon....given the ordinary ""cart"" flexibilities with other products !?!?

3) Very touchy e-form that creates multiple gift cards when back button used....or if you correct anything...or even add additional e-mail address.....AND THEN SEE #2, Can't delete extra card without losing everything  (even other cards that are completed)!","Great Idea, RUINED by inexcusable technical Difficulties!!!!!",1363046400,
1,,True,"09 8, 2012",AHXPDXQPGYHWF,B004LLIL4G,,JP,"I have sent Amazon gift cards to numberous persons as gifts, directly from the Amazon site or as part of an American Greeting ecard.  The problem is Amazon does not provide any information as to whether the givr card was received by intended person or whether it was used.  If I order a package to be delivered by mail, I get a tracking number and can follow it to destination.  No so with Amazon gift card.  It seems as if Amazon is not only fine with not providing the feedback, it is in their interest for the card to never be used.  More transparency is needed.",Gift card sent on voyage to f the unknown,1347062400,
1,2,True,"11 22, 2015",A1ML2JHV0ADUL6,B00F3ZMTO2,{'Format:': ' Online Code'},Silas,"This card/code didn't work. It was recognized as a Windows 8.1 feature upgrade card and ultimately doesn't work on the store.
redeeming the card generates the following error
- ""Sorry, an unexpected error has occurred. The error has been recorded and we will investigate. Please try to redeem your code later.""",Code Cannot Be Redeemed,1448150400,
1,,True,"12 27, 2014",A13F797WKNVYSI,B00F3ZMTO2,{'Format:': ' Online Code'},ray,"i did not order this,  i was hacked",One Star,1419638400,
1,,False,"12 26, 2017",A2I5HHSET54KO9,B01E4QPDV6,{'Gift Amount:': ' 0'},Katie K.,Very disappointed. This case looks adorable but is not as it appears. The pop up scene does not pop up when opened. The bottom is unglued from the case and had to be stick down by hand after opening. Stupid design. Wish I'd gotten the snowflake case like I was going to.,Garbage,1514246400,
1,,False,"03 12, 2018",A2YITC71TT01DG,B0091JKY0M,{'Gift Amount:': ' 0'},Amazon Customer,This was a gift to my daughter and when she went to use it it didn't work. I tried to come on Amazon to report it and it says window for return is closed! I was completely ripped off. Don't buy this.,This was a gift to my daughter and when she ...,1520812800,
1,,False,"05 19, 2017",A3KNSOP46IQG6I,B0091JL3OI,{'Gift Amount:': ' 0'},John A Shryock,"I added a little note to be included to my daughter, it showed on the order. It was delivered and she didn't know who it was from or anything. I really don't have many problems with Amazon, but this is stupid. Glad I sent a card though the mail too or she would assume her Dad forgot about her. Hey Amazon, YOU SUCK TODAY!", NOT HAPPY,1495152000,
1,3,True,"03 25, 2018",A3CBCT13IX6BBT,B00MV9M0UQ,,J Corn,"So, my daughter was locked out of her checking account by her husband on base in Jacksonville, NC and she has no money or food for our grandson. So, my wife sends an Amazon gift card as we've done before. She eats and goes to pay her bill and the cashier says, ""we don't accept the scanned bar code off your iPhone anymore and you have to print it out. She has no computer as husband took it she explains. He proceeds to tell  her to go to a store that she can send an email and to print it out!  She says again, I have no money, under huge marital stress, and changing the policy on me today isn't fair. Anyway, she was balling (no empathy from CB employee and the lady behind her paid her $12 bill. My daughter gave her a big Hug. Shame on CB as this isn't explained when I sent it in the past or today March 25th, 2018. Use caution.",C.B. didn't let my daughter pay with App!,1521936000,
1,,True,"01 14, 2015",AMTP23Z2CXQBO,B00CHQ7I2S,{'Gift Amount:': ' 50'},Dom,"Gave this gift card to my brother for Christmas..card was inactive. After numerous calls and countless attempts, 30 days after Christmas the issue was finally resolved.",Gave this gift card to my brother for Christmas. ...,1421193600,
1,5,True,"10 14, 2016",A3R4MCBIRYSE9C,B01FYJMJHI,,Amazon Customer,"Couldn't use unless printed out, despite Android pay adding it to my wallet. Once printed Safeway staff refused to type in the gift card number by hand","Couldn't use unless printed out, despite Android pay adding ...",1476403200,
1,,True,"02 10, 2015",A4OB9PQ1ARMV9,B00G4IV2VI,,jaime,"I liked the gift card just fine, however, I don't like being taxed over the internet, so NO more orders till that tax is rescinded.",I liked the gift card just fine,1423526400,
1,,False,"12 20, 2017",A2WGXX3WHUZE7W,B0091JKY0M,{'Gift Amount:': ' 100'},Mike T.,"I purchased gift wrapping with the To and From Gift Tag note.
When the gift card arrived there was not a To and From  ""Note""  note with the Gift. the party that received the gift card did not know who the gift card was from..... very disappointing as I paid additional cost for the gift wrapping and ""Note"".",I purchased gift wrapping with the To and From Gift ...,1513728000,
1,3,True,"08 6, 2016",A1P6SW8II2PVWK,B01FYJMJHI,,Matthew Schuster,Decided to purchase this despite the reviews since needed groceries. I went to Safeway and it was a 45 minute embarrasing ordeal and the manager and cashier couldn't even figure out how to use the gift card. They had to call the number like five times and still couldn't figure it out so they just apologized and just told me to take the groceries and they would figure it out. Long story short don't waste your time or money getting this gift card as it is an embarrasing hassle.,Never Again,1470441600,
1,,False,"06 8, 2018",A22B2L913RGQ4K,B004LLIKVU,{'Gift Amount:': ' 50'},Darren Briggs,Sending a monetary gift does not work,One Star,1528416000,
1,5,False,"12 9, 2009",A2MTU47T8R91P,B002DN7XS4,,Katie,"This company is one of the more ignorant ones I have ever had to deal with. They take your credit card info and put you on auto-renewal without you ever wanting that, and then you have to send a mail by pigeons in order to cancel it. You can't call, e-mail, or just cancel online through their website. Of course, if the pigeon will get lost on its way they will claim it is not their problem and they will charge you. So, unless you own a highly trained pigeon don't bother getting this.",Stay Away from ECA,1260316800,
1,6,True,"12 30, 2014",AW66UV6TVXZDA,B00BXQIGA6,,Vaughan,"Sephora sees itself as a high line quality product who offers quality service.  While I do not use the products, I do buy them for my daughters and have been for years. This year there was a glitch with the use of the gift card - debit card info was mistakenly entered rather than the gift card. Sephora was contacted about the error and would not take any action to fix the issue.  When I shop premium brands, like Apple and Lexus, I except and receive quality customer service. Premium brands know that it is the long term dollar and the repeat customer that adds value. Sephora offered no assistance to resolve the issue, and would not put a manager on the phone when asked so the issue could be resolved. My sense is that Sephora is not a premium brand  really, not when customers are treated rudely and easy to fix issues are left unresolved.",Sephora offers poor customer service over the holidays,1419897600,
1,,False,"01 13, 2015",A2C8YDJSXECN6S,B004Q7CK9M,{'Gift Amount:': ' 30'},WomanInBusinessPro,I asked for a small gift box but instead got a crappy piece of wrapping around the card. don't chose that option? I was charged $2,... for a small gift box but instead got a crappy piece of wrapping around the card,1421107200,
1,,False,"05 11, 2018",A3AFSYB4E6HHWW,B004LLIKVU,{'Gift Amount:': ' 50'},MARK WENK,"your system is a mess ,wrong this u don't know what the hell your doing ,instead of overseas assistance AMERICA 1ST ill won't use you ever again.","your system is a mess, wrong this u don't ...",1525996800,
1,,True,"12 19, 2017",A26YEGM9NQI3R8,B00FTGTIOE,,Elke,received inactive cards,received inactive cards,1513641600,
1,,False,"06 22, 2016",A6P7B2F5OCYXH,B01H5PPJT4,,June Kim,What is wrong with this? It always shows Amazon smile e-gift card on picture of review when I click check out button. And it turn into Amazon smile e-Gift card when I click edit from final check out,What is wrong with this? It always shows Amazon ...,1466553600,
1,5,True,"07 17, 2014",A30A7TZA2HSRLI,B0080IR6BA,{'Gift Amount:': ' 50'},Eric,I brought for father day gift with father day gift promotion but did not  received the promo.,Promo Scam,1405555200,
1,17,True,"07 23, 2016",AE83PZQHWO7ZN,B00ELQD11E,,bishodc,"Gave this gift card to my niece for her birthday in May 2016.  She attempted to use it in July 2016 and the card had zero balance.  After a few calls to the customer service number on the back of the card, they confirmed the card had been stolen, even though it never left my niece's possesion.  It still had the scratch off code still covered on physical card. Thankfully, the customer service team agreed to replace the card with a ""virtual one""for  the original value.  Makes me nervous about buying gift cards through Amazon since there's an added layer in case of issues.",Gave this gift card to my niece for her birthday ...,1469232000,
1,3,True,"08 3, 2016",A2RGB6A5TRE9W7,B00P9VHCBU,,amanda,Never sent the game card!,Waste of money  you won't get the game card.,1470182400,
1,,True,"08 4, 2015",ADPNQZMK32MCN,B00P9VHCBU,,Andreas Hinderberger,Item got never delivered.,One Star,1438646400,
1,,True,"04 7, 2015",A2LZ3BW8H5QA76,B00PMOST0M,,Rachael,Not able to print,Horrible,1428364800,
1,,True,"11 18, 2014",A2NGVPJP20P2P0,B0091JKY0M,{'Gift Amount:': ' 100'},Michelle,Tin was dented - would like another sent out,One Star,1416268800,
1,5,True,"12 28, 2012",A181LFGUQKA47F,B005ESMJ02,{'Gift Amount:': ' 100'},Maureen,"Amazon statesGift Cards are the perfect way to give them exactly what they're hoping for--even if you don't know what it is. Recipients can choose from millions of items storewide. Amazon.com Gift Cards never expire, so they can buy something immediately or wait for that sale of a lifetime. I bought a gift card and my daughter wanted to get the Prime Membership.  Unfortunately she CAN NOT USE A GIFT CARD to purchase a membership!!!  I feel this is a rip off.  When I buy a gift card I expect it to be used on an item the recipient wants and don't feel I should research every item Amazon offers to see if they accept gift cards.  Gift cards are PAID FOR therefore why can't you use them the way they are intended.  If Amazon can't change their policies I'll NEVER EVER PURCHASE ANOTHER GIFT CARD FROM THEM.  Might as well purchase a VISA card that's honored at most locations!  Totally disgusted with Amazon!!!",CAN NOT BE USED FOR ALL ITEMS AT AMAZON,1356652800,
1,10,False,"12 5, 2009",AQXJRLAWKS1YJ,B002DN7XS4,,Mr. Dean,"Beware of signing up with ECA.  They claim to represent the best interests of gamers, and that sounds great on paper, but they way they treat you when they get your credit card on file is far from being in your best interests.

The have continuously changed and edited their Terms of Service without asking members to re-accept the new terms, as most legitimate organizations will do (most organizations let you know the TOS has changed, not the ECA).

Their Terms of Service clearly states AT THIS TIME they will change the expiration date on your credit card if your card expires.  They will change the expiration date until they get a ""hit"" to continue to charge you a fee.

If you try to simply cancel your credit card on file with them to stop them from charging you, their President has stated they will file fraud charges against you through your credit card company.

The only way to cancel your membership is by sending a snail mail letter.  Yes, you can sign up on their website very easily, but have to send a letter in the mail to cancel.  They also state they will not confirm receipt of your cancellation letter, meaning if it is ""lost"" in the mail, they will continue to charge you.

Their forums on their website have banned all new registrants the past few days without people even making one post.  New registrations to their forums have also been shut down at this time.

When your first year of membership is up, they say they will inform you with 30 days left that your account membership will be auto-renwed for another $20, problem is, if you want to cancel, they have to receive your letter in the mail BEFORE the final 30 days.  So when you get the notice that they are going to auto renew you for another year, it is already to late to cancel since you CANNOT cancel your membership on their website or by phone.

Finally, simply check out their Better Business Bureau rating.  It states as I type this that ""This business is not currently rated. BBB has recently received numerous complaints against this business, and will issue a rating after it has fully evaluated them.""

Check it out here:  [...]","Beware of the ECA, They do not have gamers in their best interest",1259971200,
1,,True,"07 19, 2014",A1M4G9A7UVT1XV,B00CT7AWCI,,Ballad,"I preordered an Amazon.com gift card for the amount of $100 to my daughter in law through Facebook. It did show up on her page on her birthday (5-11-14) and the animation worked. However, she has not been able to activate the card and I am still trying to find any helpful verification as it is not showing on my purchase history but was on my credit card statement. I'm confident that Amazon will help out if we can only find that information! This was my first time sending a gift card through Facebook & won't do that again! Maybe it's a Facebook issue but we've been trying for over 2 months just to get the card activated. Not real impressed so far.",Won't sent Amazon card through Facebook again!,1405728000,
1,,True,"08 15, 2017",A2QVLUH3RNRS7D,B00DWIH8HU,,S. Jones,"The cards are probably great, but they were sent to me WITHOUT being activated!!  This was especially troublesome as I gave them as a gift and the beneficiary didn't find out they were not activated until they got to the cash register and the cards were denied.",Cards send without activation,1502755200,
1,,True,"09 22, 2017",A2DL2S5KXH3SKC,B0091JL3OI,{'Gift Amount:': ' 0'},Amazon Customer,I did not recently order a gift card,One Star,1506038400,
1,35,True,"12 14, 2010",A2D2U0DQTET2OS,B002QFXC7U,,Shannon P,"Item finally arrived however it took 2 full weeks, not the 3-5 days the seller advertises.  Will never buy from this seller again.",At least it finally arrived,1292284800,
1,,False,"12 29, 2015",A5EVNTXDUK6OY,B00ADR2XIC,,K. KARCH,"On the Amazon kindle gift card I gave for a gift .
When the person tried to redeem it the numbers are not visible.
We have both written a few times and this problem is still unresolved",On the Amazon kindle gift card I gave for a ...,1451347200,
1,,True,"01 24, 2016",A17FB1MLAYSOKC,B004Q7CK9M,{'Gift Amount:': ' 100'},Johnny Drama,gift card did not work for recipient. every gift card i sent for xmas is coming up with the same issue. incredibly embarrassing and un amazon like. DO NOT ORDER GIFT CARDS THROUGH AMAZON !!!,incredibly embarrassing and un amazon like. DO NOT ORDER GIFT CARDS THROUGH AMAZON,1453593600,
1,,False,"01 31, 2013",A22D7YBPR7A8Y1,B0062ONJ6U,,Pen Name,"I actually liked the gift card purchase it was easy to purchase and the reciepient seemed to like it, i just gave it a bad review for the annoyance of amazon asking me to review a gift card.  i mean come on... Its a f-ing gift card",gift card review? seriously,1359590400,
1,,True,"07 7, 2018",A12S6M5U6UE1NQ,B00VTVA9TQ,,MomofFour,I bought five gift cards and one of them did not work. It said there was $0 on it but it was for $50! Would like my money refunded.,Gift card did not work!,1530921600,
1,2,True,"01 27, 2017",A29US1HHZ1XUQX,B01FYJMJHI,,PC,"This e-giftcard is a nightmare for me. When I was checking out using it, the staff at Safeway rudely  asked me where I got it and treated me like a criminal. She just laughed at the expiration date, which is in 2036, and literally called me a fraud. Will never buy again.",the staff at Safeway rudely asked me where I got it and treated me like a criminal,1485475200,
1,,False,"01 16, 2015",A317MCO6WV3YXO,B00MN5VAWC,,Littledog,For those who actually bought this... Seriously?!Do you know math? Or just is your money too much to spend?,One Star,1421366400,
1,,False,"02 12, 2017",A4H03N83LSW6U,B0172YKFLK,,Susang,Looks like this has been going on for quite awhile now. My account was hacked and my gift card balance was used to purchase a $100 gift card. Luckily I caught it right away and called Amazon's customer service. They reversed it immediately and credited my account.,Hacked Account,1486857600,
1,15,True,"12 5, 2014",A3HMOLYO723PGN,B00PABVTS6,,ErinG,"DO NOT PURCHASE THIS IF YOU WANT TO USE IT IN THE STORE! This can only be used online! The manager of the store stated that their ""new"" system will not accept E-Gift cards in the store!!!!  She was very polite and tried to help, but nothing would work! Do not purchase with the intent of the person receiving being able to shop in the store even though the print out states you can. This needs to be fixed by Amazon or Joanne's!",Will NOT work for in store purchases!,1417737600,
1,18,False,"10 3, 2014",A2ZXLP62624K0E,B00FFPW48G,,Trevor Patton,Does google think we are stupid???,This is like paying $100 for a $5 bill...,1412294400,
1,6,True,"04 9, 2015",A2AQZ4WC0IDFDC,B00BXLTR6S,,falicia thompson,Terrible. It said my movie theatre would accept fandango but it won't and now I'm out $50. I'd rather have cash. Or a movie comp to my theatre.,waste of money,1428537600,
1,,True,"04 18, 2018",AIZGBEWMDMLBJ,B00MV9LSHC,,Jill,I got this gift card for and it came up saying that it has $0 on it and I tried calling Applebees and they said its the seller that would need to activate it not the customer. So basically I paid $50 for nothing. Dont get a gift card online,Worst mistake ever.,1524009600,
1,,True,"02 13, 2018",A2FIZPQYBYWP5Q,B01B25L7US,{'Gift Amount:': ' 50'},Patti,The picture shows that the amount of gift card is on it.  The one that I received does NOT have the amount of card printed on it.  I specifically picked this because of the amount being shown in the picture.,Don't buy if you want the amount of card printed on it.,1518480000,
1,,False,"03 10, 2018",A1HEF31MMP1DID,B00BXLUXYS,,Christina VanWorth,Card did not have a balance when received.  Birthday recepient went to use and was embarrassed.  Dont buy this specific card from here.  You may get one with no balance and if you call to get a replacement you will be told you need to use within one day.  Had to get a refund but damage was done.,Card had no balance upon receipt!!  Embarrassing! N,1520640000,
1,,False,"01 12, 2015",A24SC8OQ25FOTX,B0091JKJ0M,{'Gift Amount:': ' 100'},JC Steere,"Both gift cards that I sent to family members were not activated before they left the warehouse - I am told be the recipient.
Not a very nice gift. Now more problems. How can a gift card not work?",Gift cards don't work.,1421020800,
1,14,True,"12 27, 2016",A1AK0R00OO9T4S,B01FYJMJHI,,ste,"I took a chance on this card after some of the reviews I read since I don't have a printer, went during the morning hours to test scanning the email and it worked.
So I was pumped up all day at work thinking about finally being able to stock up the fridge, so I go get all the specials that are due to expire the next day.
Come to find out when they scan it in the evening it tries to load the amount instead of deducting, card services number you might as well throw away because after 20 minutes on hold they are no help at all.
So I have to say because after 2 hours of the run around and haVing to leave without dinner because in store didn't know how to deal with this e gift card unless it is printed, and I'm not sure they would have been able to handle that.
Sorry folks, I'm an extremely patient person but I really had to speak my mind after the day I had.",Only buy if you can print this card.,1482796800,"['https://images-na.ssl-images-amazon.com/images/I/61QpD9GOI3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QpD9GOI3L._SY88.jpg']"
1,,True,"11 16, 2013",A3QMZV20ICL172,B00CHSWK24,,CTDT777,"Because I did not get the 10 dollars credit when I purchased the 50 dollars gift card. Felt like I was cheated and it did not feel like the ""Amazon"" shopping experience....","Where is the $10 credit you mentioned in the ""exclusive"" email?",1384560000,
1,,False,"09 19, 2018",A1T3B1JZQ2CXZZ,B01E4QRAX0,{'Gift Amount:': ' 0'},D. Booher,"I don't want a gift card listed in my wedding registry, but it can't be removed.","Can't be removed from the Wedding Registry, super tacky!",1537315200,
1,,True,"04 10, 2018",ANU79NZJ8WX4L,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,No Clue if person forgot about the text message...  Have to call to remind...  How thoughtful is that?,One Star,1523318400,
1,,True,"03 13, 2016",A2ESO8IIJWVBO2,B00AF0KA6E,,Jarad,"Money has been removed from my bank account but my gift recipient said that when she tried to redeem it, the code was invalid.",I looked pretty tacky on Valentine's Day ....you got me,1457827200,
1,,True,"10 22, 2016",AYZUNZJCL19U0,B00MV9FM9C,,charles porter,Eh,One Star,1477094400,
1,,True,"06 29, 2015",A26WVRHJMLVH5V,B0066AZGD4,,Cathi,Half empty when item received,One Star,1435536000,
1,,True,"06 21, 2017",A3R2CISA641TY4,B00BXLW4Q8,,Nora McClaren,"The first card I received wasn't activated, and Amazon shipped me a new one.  Regretfully, I didn't check to see if the new one had been activated, and predictably this one wasn't activated either. And to clarify the chasier explained that there wasn't 0 dollars on it. It had never been loaded with mone in the first place. The problem is that this is now out of return range and I basically donated $40 to amazon. Save yourself and don't buy gift cards from amazon.",Not activated. Made a $40 donation to amazon.,1498003200,
1,,True,"10 4, 2015",A28XOACJ6Z3AAM,B007V6ETDK,,Robin Tonge,very happy,One Star,1443916800,
1,10,False,"06 12, 2014",A1MVHIZXTDBD7D,B00BXLTR6S,,deb prevo,"Daughter received card for Christmas present.  Theater would not except it . What
a rip off .. Fandango is a joke!! What a waste of 25. 00 . Gift of cash a better idea. You don't deserve a single star FANDANGO !:(",What a joke!!!!!,1402531200,
1,,True,"02 13, 2015",ALBXPW55XU4C6,B00B2TFSO6,,Anonymous,I don't know if it was delivered. It may have been sent to the junk folder of the recepient. Money lost!,One Star,1423785600,
1,,False,"02 21, 2018",A2R2AH9DJ3XPEL,B006PJHP62,,Eddy V,"Ordered this gift card for my parents, they rarely get to go out because of work and their grandchildren. I am residing in Canada, so we wanted to do something a little bit different for them this year. Come to find out, the card had been used prior to them using it, it seems that either amazon uses the same code after awhile or whoever is their supplier does. My parents were disappointed, I will no longer be purchasing gift cards from them if this persists.

PS : Applebees employee was able to track where the card was used, different state than where they currently reside.","My parents were disappointed, I will no longer be purchasing gift cards ...",1519171200,
1,106,True,"12 16, 2012",A1DD1XJ0QRT2SZ,B0091JKY0M,,Barb C,This product was so cute but too bad it was dented beyond repair. I did have it sent to my address 1st so at least my recipient did not receive in this unacceptable condition.  I should have listened to the reviews.,Dented Dented Dented,1355616000,
1,,True,"06 16, 2018",A3IDKOB4DKYH2V,B0091JL3OI,{'Gift Amount:': ' 0'},Tim mcgowen,This card came with a balance that was redeemed on another account. Unable to dispute?,One Star,1529107200,
1,,True,"08 7, 2013",A2FYQ26SAF6AHZ,B004Q7CK9M,,lynne moriarty,I trieI actually wanted to purchase more but couldn't even do that! How can you help me with this problem?d so hard to order a product with my amazon gift card and it will not work!,gift card scam,1375833600,
1,2,True,"12 23, 2013",A3EE0P7WJJS6JM,B001GXRQW0,{'Gift Amount:': ' 50'},KG,"I ordered this gift card for my father for Christmas LAST WEEK MONDAY, December 16.  The one-day shipping made it seem like something I could do, being a week before Christmas.

First, there was a ""processing error"" and Amazon had to re-send it on Wednesday, December 18.  Today is December 23, nearly 6:45pm and I have yet to receive it.  UPS has not had an updated scan for the package since December 19 7:56am when it supposedly was ""on the truck for delivery"".

""One-day shipping"" is a total joke in my case.  Yes, I could have done the one where I email it to my dad or print it out, but I thought I'd do something nicer that I could put in the card I'm sending him.  That card has yet to go out.

I get it.  UPS is busy.  But ""you are the company you keep"" ... I'm honestly very disappointed.

Paying for Amazon Prime has been worth it overall, but I'm questioning whether I should renew next year.",PLEASE STOP USING UPS,1387756800,
1,,True,"11 30, 2017",A24Q5EP5907LLU,B00BXLT1UA,,JJay03,Didnt work said it was reported lost so now my nephew has no birthday gift,One Star,1512000000,
1,,False,"11 8, 2014",A2PO38EUCKBQ3L,B00CHQ7I2S,{'Gift Amount:': ' 50'},john hall,I never received the amazon code for the october promotion receiving $10 amazon promotion code for buying $50 amazon gift card.  Looks like it's a scam.,Looks like it's a scam,1415404800,
1,,True,"02 6, 2018",AQ009SZ5QIXAX,B00KV30IHG,,travis massey,Ordered this for Christmas and when my daughter went to use it she continues to get a message that the card is invalid.,Card invalid,1517875200,
1,2,False,"06 21, 2017",A39AA6FY2TMTF8,B00BXLTMRC,,Fledgerider,"I wanted to send this gift card to my son in college, but I was very disappointed to find that the Einstein Bros near his university will not accept gift cards. Be sure your Einstein Bros will accept gift cards before buying one!",but I was very disappointed to find that the Einstein Bros near his university ...,1498003200,
