overall,verified,reviewTime,reviewerID,reviewerName,reviewText,summary,sentiment_label,texto_limpio
2,True,"12 13, 2016",AUYHG4K929I3Z,katers,"I bought a $25 gift card and $50 gift card. The $50 card came in a plastic wrap because the card wouldn't stick to the backing shown in the photo. They should have replaced the sticky stuff on the back, not put it in a plastic bag so both pieces stay together. The back of the backing is also dirty. Looks terrible.
The $25 card didn't come in a plastic bag, and looks fine (card and backing attached). I bumped my rating up to two stars for this reason.
It's kind of pathetic that they managed to screw up a gift card. I hope the cards actually work for the gift receivers.",The back of the backing is also dirty. Looks terrible,1,i bought twenty-five gift card fifty gift card the fifty card came plastic wrap card stick backing shown photo they replaced sticky stuff back put plastic bag piece stay together the back backing also dirty looks terrible the twenty-five card come plastic bag look fine card backing attached i bumped rating two star reason it kind pathetic managed screw gift card i hope card actually work gift receiver
2,False,"04 14, 2018",A2APG50PI0T1L3,F.J. Witherspoon,"You cannot use this gift card to pay on Boston Market's website. You can only use it for in-store purchases. Aside from that issue this works the same as any other gift card, just be aware of this annoying limitation.",Cannot use to pay online,1,you cannot use gift card pay boston market website you use store purchase aside issue work gift card aware annoying limitation
2,True,"12 21, 2017",A1SVOGP4J6U97G,Anne T,Does not include Macaroni Grill as listed.,Two Stars,1,does include macaroni grill listed
2,True,"09 7, 2012",A1D6PWJ7UV2HX8,PWB,"I have always had excellent experience with delivery of Amazon gift cards--that is, until this one.  The gift card never reached the recipient.  Not sure why.  There doesn't seem to be a way for Amazon to verify receipt of the card and notify the sender if it didn't get delivered in a timely manner.

In this case, I was able to speak with my daughter about the gift card that was intended for her husband's birthday.  This is how I found out that it wasn't received.  Amazon cancelled the original one and I sent a new one to him.  But this would not have happened if I didn't follow up to confirm that it was received.

PB",Amazon Gift Card Delivery,1,i always excellent experience delivery amazon gift card one the gift card never reached recipient not sure there seem way amazon verify receipt card notify sender get delivered timely manner in case i able speak daughter gift card intended husband birthday this i found received amazon cancelled original one i sent new one but would happened i follow confirm received pb
2,True,"12 8, 2015",AQJY4P5UTPR5X,carkaf,"These gift card holders are very cheaply made. I know for the price, this could be expected but I purchased the 6 pack and only 3 of them work properly. The one had a crack on the cover prior to using.....and the other 2 would not open the gift card door. When you finished the maze, instead of opening the door, the little ball skipped over the latch and started the maze again.  I would not recommend this item.  I have used money mazes and gift cards mazes before but this product was the cheapest I've seen.",I would not recommend this item,1,these gift card holder cheaply made i know price could expected i purchased six pack three work properly the one crack cover prior using two would open gift card door when finished maze instead opening door little ball skipped latch started maze i would recommend item i used money maze gift card maze product cheapest i seen
2,False,"05 4, 2016",A2RLYXZ6Z4A61X,thompson,Good thing we had it shipped to our home so we could personalize the card. The card looked as if it had been run over then put in the wash. Sure it's the card that comes with the gift card but I still expected better packaging for shipping.,Bad packaging,1,good thing shipped home could personalize card the card looked run put wash sure card come gift card i still expected better packaging shipping
2,True,"10 30, 2017",A16GSZTU954CS6,Amazon Customer,"I purchased this gift card in preparation for the upcoming holiday season, but unfortunately the gift card was most likely not activated.  After reading some of the 1 star reviews, I decided to check the balance on Forever 21's website.  I inputted the card number and pin multiple times in order account for user error, but each time the website would tell me to type in a valid card number and pin.  The only reason I gave two stars is due to Amazon's customer service.  They immediately offered to replace or refund my money.  I decided to go with a refund because I didn't not want to go through the possibility of getting another inactive card.  Lastly, the gift card you receive is a different style; you receive one that is yellow in case that is of some importance to you.

As a word of caution, i would recommend that anybody who purchases a gift card to double check that there is an active balance on the card before giving it to someone.",Was Not Activated/Valid,1,i purchased gift card preparation upcoming holiday season unfortunately gift card likely activated after reading one star review i decided check balance forever twenty-one website i inputted card number pin multiple time order account user error time website would tell type valid card number pin the reason i gave two star due amazon customer service they immediately offered replace refund money i decided go refund i want go possibility getting another inactive card lastly gift card receive different style receive one yellow case importance as word caution would recommend anybody purchase gift card double check active balance card giving someone
2,True,"12 19, 2016",A2ID4X8LJ9D6T2,Cheryl Jessup,Attention Christmas gift givers: The bow which appears to be gold in the photo is actually ORANGE!! Like HALLOWEEN ORANGE! For a Christmas gift card with the snow globe? So ugly and now I have to spend time to re-do the ribbon somehow on 2 gifts. Disappointing.,Bad packaging,1,attention christmas gift giver the bow appears gold photo actually orange like halloween orange for christmas gift card snow globe so ugly i spend time ribbon somehow two gift disappointing
2,True,"03 24, 2015",A3I2O35HZHHE6I,Marion Boehler,So I will never use this again!,Two Stars,1,so i never use
2,True,"11 12, 2017",A3H5SASV0IV0L5,Rick,"Valid card, and arrived in quick time. However, CANNOT use this at self checkout. It has been years I used a regular check out line at the Safeway, so if you rely on self checkout, avoid this paper card.","Works, but not for self checkout",1,valid card arrived quick time however cannot use self checkout it year i used regular check line safeway rely self checkout avoid paper card
2,True,"05 16, 2017",A25IJBS1CHO9WY,Amazon Customer,Not all stores accept this gift card. Disappointed that my son was unable to use this at the store on his college campus.,All stores should accept gift cards!,1,not store accept gift card disappointed son unable use store college campus
2,True,"12 7, 2016",A2YQBAOCB1POIY,Love to Read,"I love the look of the card which is why I didn't rate this product as poor.  However, try ordering multiple ones of these, as I did and the balance isn't on the card.  I had to call customer service to find out which card had what balance on it.  The amount was plainly on for the $50 cards but NOT on the card for the larger amount amounts.",I love the look of the card which is why I ...,1,i love look card i rate product poor however try ordering multiple one i balance card i call customer service find card balance the amount plainly fifty card not card larger amount amount
2,True,"06 24, 2010",A3TQYFYPYMFZVP,Marcia K. Stiff,"I am only disappointed in the check-out process not the card. I clicked on an IKEA card and was a little disapointed that I couldn't buy 2 $50 cards.... they just offered $25 cards, not the end of the world so I thought I would just buy 4. When I got to the checkout screen it showed other denominations so I chose the $50 one. It MAY have been clear to someone else that they were now buying an Amozon card rather than an Ikea card but I didn't notice. SO I got the wrong cards and because I procrastinate on everything I had no time to return so I just gave those cards. It could have been totaly my fault.",I thought I was buying an IKEA card!,1,i disappointed check process card i clicked ikea card little disapointed i buy two fifty card offered twenty-five card end world i thought i would buy four when i got checkout screen showed denomination i chose fifty one it may clear someone else buying amozon card rather ikea card i notice so i got wrong card i procrastinate everything i time return i gave card it could totaly fault
2,False,"04 20, 2018",A3DX9YAVP9NUEZ,Mohammad Al Mutawa,One worked the other didnt,Two Stars,1,one worked didnt
2,True,"12 5, 2016",A2V99W16R7KR6X,Leonora,The gift card arrived without the ribbon and bells.,Incomplete packaging,1,the gift card arrived without ribbon bell
2,True,"07 17, 2013",A1C91JAK2D9CZN,Steve,"This was a Special Gift for a Genius of a Man.  It was his 90th birthday.  He enjoyed it and it will come in handy. Thanks,  Steve",Birthday Gift,1,this special gift genius man it 90th birthday he enjoyed come handy thanks steve
2,False,"01 22, 2015",A1FNM0QPQPQ9XY,MGM,"The locations of the movie theaters that utilized the fandango gift card were not convenient.  In fact, they are mailing the gift card back to me.",Look up movie theater locations near  the gift recipient that accept Fandango prior to purchasing gift card..,1,the location movie theater utilized fandango gift card convenient in fact mailing gift card back
2,True,"07 24, 2018",A1G7Q0ESGGIWE0,Frogs Mom,"While I love using AirBnb, I'll stay away from gift cards moving forward. You can't apply a gift card to a previous booking. They're only for brand new bookings.",Only good for NEW bookings,1,while i love using airbnb i stay away gift card moving forward you apply gift card previous booking they brand new booking
2,True,"03 5, 2018",A2FWIFWGVY9WR9,Stephen L.,I have no way of knowing if the gift certificate was used. It would be nice to receive a notification.,Did it get redeemed?,1,i way knowing gift certificate used it would nice receive notification
2,True,"08 14, 2013",AS3EPW6FDPQUH,Nancy,"I have been a loyal Amazon customer for many years.  Until recently I have never had a really bad experience.  This gift card was needlessly bad and I had to use it because it was too late to exchange it.  Why should you need to worry about the quality of a card?-- but I should have.

The card arrived bent and dirty but with no sign on the outside of the package indicating a problem in the mail.

I had also written a message for the inside of the card.  I must have misunderstood, but I expected the message to be printed on the card.  It wasn't.  Instead it was written on a seperate piece of paper with other information and included in the package.  I am very glad I did not sent the package directly to the recipient.  I will try to ""fix"" it as best I can.  I won't use this service again.",very disapointed,1,i loyal amazon customer many year until recently i never really bad experience this gift card needlessly bad i use late exchange why need worry quality card i the card arrived bent dirty sign outside package indicating problem mail i also written message inside card i must misunderstood i expected message printed card it instead written seperate piece paper information included package i glad i sent package directly recipient i try fix best i i use service
2,True,"06 27, 2018",A3OJ2CZNGVFCCG,Michael H,"Even one of the Starbucks coffee fans in my family complained about getting Starbucks cards as gifts. I think they are a great gift but not everyone agrees, I guess.",I think they are a great gift but not everyone agrees,1,even one starbucks coffee fan family complained getting starbucks card gift i think great gift everyone agrees i guess
2,True,"12 29, 2016",A3IIQXWUJBKEYA,Zoey,"The recipient was not told who this was from!!
Not good for a Xmas gift.
We had to call and ask if it got there!!!!
WHAT A SHAME!!!!",YOU SHOULD INCLUDE THE NAME OF THE PERSONS WHO SENT IT..AFTER ALL IT WAS A CHRISTMAS GIFT!!!!,1,the recipient told not good xmas gift we call ask got what a shame
2,True,"02 13, 2013",A1S2HCBK1XUD9B,Suresh Yadagiri,"I bought few gift cards and one time  it was cancelled without informing me and money has not returned to me. My fried tried
to use it and he is getting message has cancelled. He called me back on this and i need to call Amazon and find the stuff
Finally Amazon didn't have any answer why it got cancelled.....Of course they refund the Money but I got to explain to my friend",It got cancelled without informing me to,1,i bought gift card one time cancelled without informing money returned my fried tried use getting message cancelled he called back need call amazon find stuff finally amazon answer got cancelled of course refund money i got explain friend
2,True,"01 12, 2018",A1M0K62NH7U7T5,Diane R Gold,"I have bought 3 orders of a total of 150 cards ($3000 total) so that we could thank asthma study participants with the $20 cards.
1. We got one card that did not correspond to the serial numbers listed.  It could not be redeemed as it was not activated and Amazon had no record of it, so we had to spend hours on the phone to straighten this out.  I hope none of the other cards come undocumented and not activated.
2. The packaging was not protective, so the cards were at high risk of getting wet. I recommend wrapping in plastic
3. The box was placed on my open door step, once damp in the rain and once after the snow.  We have a covered porch that is more protected and boxes should go there",I recommend wrapping in plastic 3,1,i bought three order total one hundred and fifty card three thousand total could thank asthma study participant twenty card one we got one card correspond serial number listed it could redeemed activated amazon record spend hour phone straighten i hope none card come undocumented activated two the packaging protective card high risk getting wet i recommend wrapping plastic three the box placed open door step damp rain snow we covered porch protected box go
2,True,"12 27, 2013",A3CSY477BJVYA0,Connie,"This was a Christmas gift. When I ordered this card, I was told the estimated Delivery Date was 12/23/13.  On 12/24/13, I received a text verification that said the item was on a carrier vehicle - ""out for delivery"" - and should be delivered on that same day.  On 12/26/13, I received another text saying that the card wasn't delivered until the day after Christmas.  This card was sent to a man whose wife just died on 11/22/13. He's an older gentlemen with a teenage daughter, and their finances are in a shambles after his wife's illness. I was hoping this card could have been used for their Christmas Eve meal.  Another item, ordered under the same order number at the same time, was actually delivered on the 24th, even though I had received two text alerts telling me that item was not likely to arrive until after Christmas due to carrier delivery issues. I had initially received a text saying that gift was on the truck out for delivery on 12/23/13. Five minutes later, I received a text informing me of carrier issues and saying that item wouldn't be delivered until after Christmas. It was delivered on 12/24/13. All's well that ends well, I guess.","A gift card is a gift card, but there were delivery issues.",1,this christmas gift when i ordered card i told estimated delivery date twelve twenty-three thirteen on twelve twenty-four thirteen i received text verification said item carrier vehicle delivery delivered day on twelve twenty-six thirteen i received another text saying card delivered day christmas this card sent man whose wife died eleven twenty-two thirteen he older gentleman teenage daughter finance shamble wife illness i hoping card could used christmas eve meal another item ordered order number time actually delivered 24th even though i received two text alert telling item likely arrive christmas due carrier delivery issue i initially received text saying gift truck delivery twelve twenty-three thirteen five minute later i received text informing carrier issue saying item delivered christmas it delivered twelve twenty-four thirteen all well end well i guess
2,True,"07 10, 2015",A1FV30X5VC34P2,Sean C.,"Usually, it's just a gift card, so there is not too much to talk about it. The case looks nice and adds value to the gift card. However, the main body of this product, the gift card, is not well made. When the claim code was scratched, the code is not readable; see the uploaded photo. I have to make it clear that I scratched it carefully. I contacted Amazon customer service. They asked me to give the serial no. so they can check on it. I gave it to them and got the answer ""Sorry, I still cannot find it even with the serial number?"" This is very disappointing as I purchased this card directly from Amazon. I had to say thanks God because I am the purchaser so they were able to apply the credit directly to my account. and I was really lucky because originally it was a gift for a friend. I changed my mind and give him something and keep the card instead. I don't know what would have happened if my friend got this card.",The case looks nice and adds value to the gift card,1,usually gift card much talk the case look nice add value gift card however main body product gift card well made when claim code scratched code readable see uploaded photo i make clear i scratched carefully i contacted amazon customer service they asked give serial check i gave got answer sorry i still cannot find even serial number this disappointing i purchased card directly amazon i say thanks god i purchaser able apply credit directly account i really lucky originally gift friend i changed mind give something keep card instead i know would happened friend got card
2,True,"03 18, 2015",A1SZ5MIHJ0LDPS,Carmen Mayta,"Everybody  love and find this a helpful gift, delivery  time was really fast, but the main complain  I  have is that the card (both of them) where completely  bended,  so the cute card was ruined it and the card itself too, so I  know is going to  still work, but is terrible giving someone a bended  card as a gift",Everybody love and find this a helpful gift,1,everybody love find helpful gift delivery time really fast main complain i card completely bended cute card ruined card i know going still work terrible giving someone bended card gift
2,True,"03 27, 2017",A1JL7I4Y754JKO,April B,Cute but poor quality. Arrived bent,Two Stars,1,cute poor quality arrived bent
2,True,"04 28, 2013",A27O71RD0HE7MW,James A. Hemm,Wife is a kindle fanatic and loves these gifts. Makes gifting very easy and her response makes it a no brainier. Problem is I've purchased these gift cards twice this year and they never sent the email to the recipient. Both times I had to go back and send the gift card to myself and forward them to my wife.,Gift Card,1,wife kindle fanatic love gift makes gifting easy response make brainier problem i purchased gift card twice year never sent email recipient both time i go back send gift card forward wife
2,True,"10 6, 2016",A2I2QN129RQ8UG,Nicole G,"Just ""ok""",Not what I expected,1,just ok
2,True,"06 14, 2016",A3PE681M03TO54,robby,MOst cashiers don't know wtf they are doing with the gift card.. And the other ones that do know what they are doing is basically with the manager's discretion if it works or not this gift card absurd just make sure you talk to the manager see if it will work because even the managers don't know what they're doing only about 10% of the stores I went to I've got it to work the other 90% they don't know what they're doing they should have a class or something so all the cashiers and managers can figure out what the hell is wrong with them because they can't figure it out even though the directions are right there in front of their stupid face.,And the other ones that do know what they are doing is basically with the manager's discretion if it works or not this gift card,1,most cashier know wtf gift card and one know basically manager discretion work gift card absurd make sure talk manager see work even manager know ten store i went i got work ninety know class something cashier manager figure hell wrong figure even though direction right front stupid face
2,True,"01 29, 2013",A1TX3VI6I9N1MS,pamela brule,"I don't see this on my nephew's wall.  The order shows up on my order summary, but it's not on his wall.  Why not?  That's frustrating.  It's a great concept, though.",Amazon Gift Card - Facebook - Happy Birthday (Cupcakes),1,i see nephew wall the order show order summary wall why that frustrating it great concept though
2,True,"12 24, 2013",A2DEY1MG65ITRZ,pa,"sent five of these, with a written greeting for each, but none of the written greetings were sent -- all cards arrived blank. Good thing the amounts were all the same, or it would have been extremely complicated. How hard can this be?",not fulfilling,1,sent five written greeting none written greeting sent card arrived blank good thing amount would extremely complicated how hard
2,True,"01 23, 2018",A2DHVUQ2YGBA9F,shoup,way too easy to  miss or discard......,not a good idea,1,way easy miss discard
2,True,"06 10, 2013",A2SX6YO8MGG9UB,Sherillee,It was easy to purchase the gift card but the picture on the card was not the one I selected and I could not go back and change it.  Bit of a waste of time.,picture on card is not the one selected,1,it easy purchase gift card picture card one i selected i could go back change bit waste time
2,True,"01 2, 2018",A33EL9SM1Y4LVS,M. S.,"Loved the holiday themed card with $10 giftcard amount, HOWEVER, the envelopes that came with the cards were TOO SMALL! We had to buy a new set of envelopes for the cards. Disappointing.",Cards Don't Fit In Envelopes!,1,loved holiday themed card ten giftcard amount however envelope came card too small we buy new set envelope card disappointing
2,True,"10 17, 2013",A33URLKONJIC70,Orona Construction,"I was surprised by all the negative feedback about this gift card..... thought for sure Amazon would have all the bugs fixed by now. I ordered one anyway, it arrived promptly, but the personalized greeting was nowhere to be found. The recipient had no idea who it was from, or why she was receiving it. Kind of takes the fun out of it if you have to explain.",No personalized note.,1,i surprised negative feedback gift card thought sure amazon would bug fixed i ordered one anyway arrived promptly personalized greeting nowhere found the recipient idea receiving kind take fun explain
2,True,"02 4, 2015",A2ADWTK0NARM60,Venn,"Good deal, but my first attempt to use the card in the store did not work. They tried multiple times to swipe and scan the card and it didn't work. I will try again when I need to do shopping at lord and taylor and will update the review if the card works.",The card didn't work,1,good deal first attempt use card store work they tried multiple time swipe scan card work i try i need shopping lord taylor update review card work
2,True,"03 14, 2016",A2JBW1YPS8XP2S,james,Not happy with these as I can't use them at my movie theater,not accepted at all movie theater's,1,not happy i use movie theater
2,True,"01 3, 2014",A3GI4WJMV6497L,Ashley,The gift Card are not accepted at many of the subways come to find out. When tried at one said there was no balance but when I call the 1800 there was a 10 balance,Gift Card,1,"the gift card accepted many subway come find when tried one said balance i call one thousand, eight hundred ten balance"
2,True,"07 28, 2017",A2IH3XS3JBS0MF,QueenAmina,No way to customize,Two Stars,1,no way customize
2,True,"02 12, 2017",A1W2B9SMN02C3P,Amazon Customer,Employees don't know how to use these yet so plan on a lot of waiting around for managers.,Two Stars,1,employees know use yet plan lot waiting around manager
2,True,"10 11, 2015",A3QSLRI9JFK3LH,Karen P.,The gift card was fine! The can was dented so I won't be giving it.,Two Stars,1,the gift card fine the dented i giving
2,False,"12 8, 2012",A314LXIXFIDJ8Q,STEPHEN FURTAK,"I requested a note (to my granddaughter) accompany the gift card.
There was none.

Do I have to say more?","No ""note"" was included as requested",1,i requested note granddaughter accompany gift card there none do i say
2,True,"12 23, 2017",A3SL07K3JW4XEQ,M. Grossman,"Photo looks cute but not a nice product. Up close it barely looks like an elephant. This is not a soft felt. It feels like fiberglass installation.  The pocket is not quite deep enough so the card sticks out, and they could have at least decorated both sides.",Disappointed with Hallmark,1,photo look cute nice product up close barely look like elephant this soft felt it feel like fiberglass installation the pocket quite deep enough card stick could least decorated side
2,True,"01 5, 2014",A2RM7CVJPTUSL0,Stacy Jo Gardner,metal tin was bent in and not able to be fixed.  was disappointed because it was a cute concept.  probably won't purchase again,Very Cute but was damaged when arrived,1,metal tin bent able fixed disappointed cute concept probably purchase
2,True,"01 13, 2014",A3EJV2NRZSIS7Q,Jayme S Berstell,"I folded the sheet on the lines, but it came out crooked and shifted to a side, so I refolded it in half, and the picture on the front wasn't centered.  I'm a perfectionist, especially when I'm giving something to someone else, but in the end it's a paper card and it is just a way to make the gift code look nice.",lines showing where to fold are in the wrong place,1,i folded sheet line came crooked shifted side i refolded half picture front centered i perfectionist especially i giving something someone else end paper card way make gift code look nice
2,True,"12 8, 2017",A2DNEVDAKO333E,Amazon Customer,Product came severely bent.,Two Stars,1,product came severely bent
2,True,"11 17, 2016",AD998SQ99VSWS,cj,CAUTION!!! Gift Certificates are NOT returnable. I had one out of seven arrive in bad condition. I had to argue via online chat to get a replacement. All I wanted was a new gift card tin - it was disgusting and had some 'schmang' all over the back. Amazon's quality control has been rapidly diminishing. Cute idea but I doubt I will order any more Amazon gift cards as I don't want to deal with this kind of hassle for a $50 gift card.,Bad gift card tin = major hassle,1,caution gift certificates not returnable i one seven arrive bad condition i argue via online chat get replacement all i wanted new gift card tin disgusting schmang back amazon quality control rapidly diminishing cute idea i doubt i order amazon gift card i want deal kind hassle fifty gift card
2,True,"01 10, 2015",A221NO9GKA80RR,Jane Gifford,Thought this was very flimsy. Could almost open without trying the puzzle.,Two Stars,1,thought flimsy could almost open without trying puzzle
2,True,"12 13, 2011",A3ATT7WC5E258J,AM1944,"Dear sirs,  I did not expect Black boxes with orange bows for Christmas delivery. I ordered on the 12th of Dec. All four boxes with gift cards for kindle are black with orange bows. This is very poor marketing",Poor service,1,dear sir i expect black box orange bow christmas delivery i ordered 12th dec all four box gift card kindle black orange bow this poor marketing
2,True,"01 8, 2017",A7DBU21LL8ZX4,Amazon Customer,"Does the job
Delievery took over a week",Careful,1,does job delievery took week
2,True,"02 4, 2018",A1EEJT2VEL7N3Z,EmDem,"Item was not in good condition. The cardboard holder was crumpled, and there was a piece of envelope stuck to it that won't come off completely. The gift card itself is intact, but this certainly isn't how one likes to present a gift.",Disappointing,1,item good condition the cardboard holder crumpled piece envelope stuck come completely the gift card intact certainly one like present gift
2,False,"12 11, 2012",A3PTC6HHU81886,Amazon Customer,"I love Amazon and this won't change my shopping habits, but.... I spent half an hour trying to decide on just the right inscription for each of the seven cards purchased, and they arrived today....blank. The inscription showed on the confirmation and the invoice received with the cards but it was not on the cards. I will write them in the cards, but don't offer what you don't deliver.",No Inscription,1,i love amazon change shopping habit i spent half hour trying decide right inscription seven card purchased arrived today blank the inscription showed confirmation invoice received card card i write card offer deliver
2,True,"01 2, 2017",A361GYM35QACNF,LISA G.,"I bought this because of the cute box design, thinking we could reuse the box. But there is a hole in the bottom, so their machine can read the UPC code. So much for the cute box.","I bought this because of the cute box design, ...",1,i bought cute box design thinking could reuse box but hole bottom machine read upc code so much cute box
2,True,"06 10, 2015",A30Z5VKCN3XL3N,Ellen J. Cantwell,"It arrived 2 weeks late, according to gift recipient!",Two Stars,1,it arrived two week late according gift recipient
2,True,"12 18, 2013",A1D5PRBMO25HUF,Ann Bonestell,"Last night (12/17) I ordered $450 worth of gift CARDS with promised FREE overnight shipping. I just received an email this morning that I would be receiving PAPER gift certificates by Monday, 12/23. Tried to cancel but no luck. Never again.

UPDATE: After all that: I did receive my order on Friday 12/20 AND it was actually the gift CARDS and not the paper gift certificates. I will change my rating from 1 star to 2, but no more than that because of the craziness associated with this order. Even the packing slip that came with my order said ""PAPER gift certificates""! Go figure.",Deceptive hype,1,last night twelve seventeen i ordered four hundred and fifty worth gift cards promised free overnight shipping i received email morning i would receiving paper gift certificate monday twelve twenty-three tried cancel luck never update after i receive order friday twelve twenty and actually gift cards paper gift certificate i change rating one star two craziness associated order even packing slip came order said paper gift certificate go figure
2,True,"04 13, 2015",AJOBT4B5XZGX4,Nemberto,I cant use,Two Stars,1,i cant use
2,True,"07 19, 2013",A2LHY6EV3N4JZL,Lili Fu,"I spent a lot of time to download the picture and wrote a message, ect. Everything seemed to be OK until I got the final email - half of the picture was gone... I ended up cancelling it...:-(",Didn't work out - had to cancel it!,1,i spent lot time download picture wrote message ect everything seemed ok i got final email half picture gone i ended cancelling
2,False,"12 20, 2017",A2L4BBHG8UQ08S,Vermont Guy,"I have been ordering these for years for my nieces and nephews.  In the past, the denomination was written on the card.  This year, you have to match the bar code on the bottom of the box with the packing slip.  Now instead of just wrapping, I have to put a note in the box staring the amount of the gift card.  It will look very tacky and embarrassing but thankfully they are all the same amount.",Disappointed with new cards,1,i ordering year niece nephew in past denomination written card this year match bar code bottom box packing slip now instead wrapping i put note box staring amount gift card it look tacky embarrassing thankfully amount
2,False,"04 19, 2018",A287VYAL5WOYM8,ShopWeez,Amazon offers only TWO animated gift cards for the celebration of a wedding anniversary and neither are very creative.  Says a lot...time to go back to sending cash to our kids.,Poor choices for gift cards,1,amazon offer two animated gift card celebration wedding anniversary neither creative says lot time go back sending cash kid
2,True,"05 10, 2015",AT3LQFSWHWKSX,tmbirdsall,"I purchased this gift card for my Mother-in-Law for Mothers' Day.  I would like to have had it shipped but Amazon forces you to purchase a $50 card to have it shipped.  I thought that it would be nice to put our photo on it and have it emailed to her, but you cannot have a the card emailed to a recipient.  What kind of BS is this????  I had to forward her the email link and then walk her through accessing the card in my account; I also had to give her all my account information and my credit card number in order for her to access and print this card.  Fortunately, I trust her; please explain to me Amazon why I would purchase a gift card from you that I couldn't have sent in some form or other to an actual recipient??????",I would like to have had it shipped but Amazon forces you ...,1,i purchased gift card mother law mothers day i would like shipped amazon force purchase fifty card shipped i thought would nice put photo emailed cannot card emailed recipient what kind bs i forward email link walk accessing card account i also give account information credit card number order access print card fortunately i trust please explain amazon i would purchase gift card i sent form actual recipient
2,False,"12 15, 2013",A2JDHIOWJOMIXZ,D. Yelle,"I requested a message be included on each greeting card that accompanied the gift card, which was on the packing slip, but none of the greeting cards had the message.  According to packing slip, each card had each person's name on it, which was not on the card, so I can't tell if I'm giving the correct card to the correct person or if it even matters.  Very unclear and not personalized as supposed to be. Disappointing.",Disappointed with Amazon.com Gift Card with Greeting Card,1,i requested message included greeting card accompanied gift card packing slip none greeting card message according packing slip card person name card i tell i giving correct card correct person even matter very unclear personalized supposed disappointing
2,True,"11 24, 2015",AGQPX9CA6LIRN,Charly,"I don't think I'll ever buy a gift card through Amazon. I bought this along with another gift card and the condition of it made them look old and used. The cards had scratches and were dirty, so I ended up not giving them as a gift and keeping them (which I've lost or misplace :/).","The cards had scratches and were dirty, so I ended up not giving them as ...",1,i think i ever buy gift card amazon i bought along another gift card condition made look old used the card scratch dirty i ended giving gift keeping i lost misplace
2,True,"06 21, 2016",A2PL3YETPXJO2W,Carla Collins,"The cupcake tin was bent, so I couldn't give the packaging a good rating.",Damaged gift card package.,1,the cupcake tin bent i give packaging good rating
2,False,"09 15, 2014",APFRYOKZXHCSK,Anthony F. Runfalo,"Sunday delivery was excellent BUT the birthday greeting I wrote was non-existent nor was there any indication to the recipient that it was I who sent it.  Not good.  Recipient after checking with a few people finally called me long distance to ask if I had sent it.  Amazon, you need to do a better job at this.  Again, I applaud the free one-day delivery but that benefit was negated by the sloppy handling of the greeting I had written for the recipient.",Sunday delivery was excellent BUT the birthday greeting I wrote was non-existent nor ...,1,sunday delivery excellent but birthday greeting i wrote non existent indication recipient i sent not good recipient checking people finally called long distance ask i sent amazon need better job again i applaud free one day delivery benefit negated sloppy handling greeting i written recipient
2,True,"04 4, 2015",A3W204CYDTQ05C,Susan C. Smart,"I printed the gift card and sent it to a family member.  When he went to use it there was no code on it.  It was a lot of back and forth between him, myself and the company to get it so he could use the money on the card.  Although the company was very helpful with it all, it was such a hassle I will rethink using this again.",I printed the gift card and sent it to a ...,1,i printed gift card sent family member when went use code it lot back forth company get could use money card although company helpful hassle i rethink using
2,True,"06 18, 2018",A11M20QLVC6U98,S. Weaver,"The gift card is of course fine, and I got it on a lightening deal, so that's good, but I'd never eaten at a Firehouse Sub. Now that I have, I think I'll stick to Subway.","Good price (lightening deal), but not that great of food.",1,the gift card course fine i got lightening deal good i never eaten firehouse sub now i i think i stick subway
2,True,"11 22, 2013",A1LN1B11MTFWGK,Rose Seattle,Bought as birthday gift.  Recipient didn't try to use it for about 6 months and then got a message indicating it was no longer valid!!  That was really embarrassing.  I went into my account and found an option to resend the digital card which I did.  I have not heard back whether the recipient has tried to use it.  I'd like to know why this problem occurred.  As I said - embarrassing.,Said not valid after 6 months,1,bought birthday gift recipient try use six month got message indicating longer valid that really embarrassing i went account found option resend digital card i i heard back whether recipient tried use i like know problem occurred as i said embarrassing
2,True,"08 6, 2017",AZW514AE498NS,Stewart A. Cook,This is the first gift card I've ordered that didn't have the amount printed on the card. I didn't notice this when I was ordering the card because the cards always came with the amount printed. Why is Amazon doing this?  This is not good and I have to explain to the recipient how much the gift card is worth instead of them seeing it for themselves.,Gift Card Amount Needs To be Printed on Card!,1,this first gift card i ordered amount printed card i notice i ordering card card always came amount printed why amazon this good i explain recipient much gift card worth instead seeing
2,True,"09 13, 2016",A1V9GE2V5S67N1,Kindle Customer,Hard to use for online order.  Works in store.,Two Stars,1,hard use online order works store
2,False,"11 29, 2015",AP449AL20DYIQ,Gregory Downs MD,There is no real savings on any of these cards.  You can go to Costo and buy a similar pack of 4 cards for $30.  $10 savings,There is no real savings on any of these cards ...,1,there real saving card you go costo buy similar pack four card thirty ten saving
2,True,"05 2, 2018",A2JR9W92FQGGAX,Judy,"When we got it and gave it as a gift, it turned out to have a 0 balance.  We called amazon and they fixed it right away by refunding my money which I then handed over as a gift in place of the card","0 balance, but fixed to satisfaction",1,when got gave gift turned zero balance we called amazon fixed right away refunding money i handed gift place card
2,True,"09 29, 2016",A3L4EHA7FO4U8A,Yawwee,It came with a dented corner and sticky-gum attached to the front. Looked like it was possibly a return or a reuse. I could not gift it without it looking like a re-gift.,Looked like it was possibly a return or a reuse,1,it came dented corner sticky gum attached front looked like possibly return reuse i could gift without looking like gift
